codSubasta;aut_Fax;aut_Correo electrónico;Tipo de subasta;aut_Dirección;aut_Código;descripcion;adm_NIF;Identificador;expediente;aut_Teléfono;Forma adjudicación;Valor subasta;Lotes;Tramos entre pujas;Fecha de conclusión;adm_Nombre;Tasación;adm_Localidad;estado;autoridad;Importe del depósito;adm_Provincia;Puja mínima;Scrap;Anuncio BOE;Fecha de inicio;aut_Descripción;adm_Dirección;Cantidad reclamada;link;
SUBASTA SUB-JA-2018-99399;;;;;;Subasta con varios lotes. Lote 1: LOTE . URBANA. ENTIDAD NÚM. DOCE/UNO .  VIVIENDA Lote 2: LOTE. URBANA. ENTIDAD NÚMERO TRECE/UNO . VIVIENDA;;;0121/16;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 1 - RIPOLL;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-99399&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-99485;;;;;;Subasta con varios lotes. Lote 1: LOTE A) Finca 25715 Lote 2: Lote B) Finca 25717 Lote 3: LOTE C) Finca 2571;;;0370/17;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 2 - SANT FELIU DE GUIXOLS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-99485&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9723;;;;;;Lote único.  Finca 441;;;0849/17;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 2 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-97230&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-6531;;;;;;URBANA. VIVIENDA, PUERTA PRIMERA PLANTA SEPTIMA;;;0492/11;;;;;;;;;;Concluida;JUZGADO 1ª INSTANCIA 5 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-65315&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9571;;;;;;Finca registral núm. 3.686-La Bisbal d'Empord;;;0185/16;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 2 - BISBAL;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-95719&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9020;;;;;;URBANA: CASA, en construcción situada en el término de Sils, Urbanización Les Comes;;;0278/14;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 2 - SANTA COLOMA DE FARNERS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-90204&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9866;;;;;;Vivienda unifamiliar en Avinguda Sa Boadella nº 6 2º 4ª de Lloret de Ma;;;0019/16;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 6 - BLANES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-98669&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9698;;;;;;VIVIENDA  C/ MIGDIA 59, 1º 1ª  DE GIRONA DE 143 METRO;;;1389/14;;;;;;;;;;Cancelad;JUZGADO 1ª INSTANCIA 4 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-96982&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-100029;;;;;;Subasta con varios lotes. Lote 1: LOTE Nº1 - FINCA REG.Nº 8164, inscrita Reg. Prop. nº4 de Girona, tomo 4121, libro 518, folio 211 Lote 2: LOTE Nº2. Finca Reg. nº 2297, inscrita en el Reg. Prop. de Santa  Coloma de Farner;;;0107/14;;;;;;;;;;Cancelad;JUZGADO 1ª INSTANCIA 3 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-100029&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9987;;;;;;Urbana, Finca nº 8452- Tomo 3243-Libro279-Folio 157 causando la hipoteca la inscripcción 11;;;1373/15;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 1 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-99877&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-10028;;;;;;Finca registral nº39069,Reg. Prop. Girona nº2, tomo 3916,libro 1157,Secc.1ª, folio3;;;1291/15;;;;;;;;;;Concluida;JUZGADO 1ª INSTANCIA 3 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-100289&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9977;;;;;;Casa planta baja y dos pisos con patio al centro, en Sant Feliu de Guíxols, Paseo del Mar, 10 - 1;;;0390/16;;;;;;;;;;Cancelad;JUZGADO 1ª INST E INSTRUCC. 1 - SANT FELIU DE GUIXOLS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-99778&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-91068;;;;;;Subasta con varios lotes. Lote 1: LOTE PRIMERO FINCA 3277 Lote 2: LOTE SEGUNDO FINCA 3271/;;;0932/13;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 2 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-91068&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9910;;;;;;NÚM.142;;;0192/12;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 3 - SANTA COLOMA DE FARNERS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-99105&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9895;;;;;;finca 32C de Ruidellots de la Selva inscrita en Registro Propiedad de Santa Coloma de Farners, tom;;;0003/16;;;;;;;;;;Concluida;JUZGADO 1ª INST E INSTRUCC. 4 - SANTA COLOMA DE FARNERS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-98959&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9755;;;;;;Vivienda en Olot, planta baja (2ª Puerta);;;0449/13;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 1 - OLOT;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-97558&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9894;;;;;;Vivienda de edificio sito en Figuere;;;0266/14;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 8 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-98946&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-99937;;;;;;Subasta con varios lotes. Lote 1: Lote de una finca rústica Lote 2: Lote de una finca rústic;;;0753/12;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 1 - RIPOLL;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-99937&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-5730;;;;;;VIVIENDA UNIFAMILIAR, Blanes, Avenida Juan Carlos I, nº 77;;;0282/15;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 6 - BLANES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-57301&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9559;;;;;;Lot úni;;;0269/13;;;;;;;;;;Concluida;JUZGADO 1ª INST E INSTRUCC. 4 - BLANES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-95594&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9061;;;;;;Finca nº 14093, inscrita al Tomo 2612, libro 288, folio 7 registro de la Propiedad SF;;;0297/16;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 1 - SANT FELIU DE GUIXOLS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-90614&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9758;;;;;;Urbana  sita en calle Balmes 11 de Calong;;;0620/13;;;;;;;;;;Concluida;JUZGADO 1ª INST E INSTRUCC. 3 - SANT FELIU DE GUIXOLS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-97589&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9355;;;;;;FINCA 32- REGISTRAL 1828, LIBRO 49, FOLIO 140, INSCRITA EN EL REGISTRO DE LA PROPIEDAD DE FIGUERES;;;0393/89;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 23 - BARCELONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-93559&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-93124;;;;;;Subasta con varios lotes. Lote 1: 1/15 parte, entidad 1, plaza aparc 11,  en edificio en Figueres, entre c/ Progres y c/ El Far Lote 2: 0,25/15 parte del  mismo local y edificio, trastero nº 7 Lote 3: Dúplex, planta 3ª y bajo cubierta del mismo edifici;;;0101/14;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 1 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-93124&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9841;;;;;;VIVIENDA EN MONTAGU;;;0164/16;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 2 - OLOT;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-98413&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2017-7138;;;;;;URBANA. PISO TERCERO PUERTA PRIMERA, SITO EN LA CUARTA PLANTA ALTA DE LA CASA ;;;0472/16;;;;;;;;;;Concluida;JUZGADO 1ª INSTANCIA 5 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2017-71388&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
